operation_id,order_id,processing_time,fulfillment_time,delivery_time,inventory_level,inventory_turnover,sla_target,sla_actual,sla_status
OPS-007828,ORD-007828,0.6,1.4,5.2,234,11.96,5.0,5.3,Breached
OPS-005218,ORD-005218,3.1,7.6,6.7,1203,6.14,5.0,7.1,Breached
OPS-002400,ORD-002400,2.0,2.1,5.4,458,4.32,5.0,5.6,Breached
OPS-003958,ORD-003958,3.7,4.8,2.4,845,8.04,5.0,2.8,Met
OPS-001782,ORD-001782,3.9,1.4,2.3,1134,9.82,5.0,2.5,Met
OPS-001778,ORD-001778,1.7,1.4,2.6,548,13.43,5.0,2.7,Met
OPS-008503,ORD-008503,1.9,4.7,5.3,1702,5.19,5.0,5.6,Breached
OPS-002628,ORD-002628,0.7,1.4,1.8,1458,6.04,5.0,1.9,Met
OPS-009231,ORD-009231,1.0,1.6,2.4,146,9.99,5.0,2.5,Met
OPS-007315,ORD-007315,3.2,3.2,3.3,1508,13.84,5.0,3.6,Met
OPS-009101,ORD-009101,0.9,5.3,6.0,252,12.5,5.0,6.3,Breached
OPS-010285,ORD-010285,3.8,3.8,6.6,306,13.81,5.0,6.9,Breached
OPS-005116,ORD-005116,3.7,5.9,6.8,365,8.18,5.0,7.2,Breached
OPS-004226,ORD-004226,3.6,1.9,6.9,1777,4.78,5.0,7.1,Breached
OPS-012044,ORD-012044,1.7,3.7,5.4,1567,8.51,5.0,5.6,Breached
OPS-002634,ORD-002634,1.6,2.2,3.4,1450,7.58,5.0,3.6,Met
OPS-001136,ORD-001136,2.0,4.9,3.3,1609,12.4,5.0,3.6,Met
OPS-003113,ORD-003113,1.6,4.1,4.0,1385,4.93,5.0,4.2,Met
OPS-006822,ORD-006822,1.2,4.2,4.5,1795,9.42,5.0,4.7,Met
OPS-009606,ORD-009606,3.0,7.1,3.8,703,12.86,5.0,4.2,Met
OPS-001315,ORD-001315,3.9,5.1,3.1,1327,8.79,5.0,3.5,Met
OPS-003066,ORD-003066,2.0,4.0,2.0,820,10.9,5.0,2.2,Met
OPS-009661,ORD-009661,0.9,1.9,4.6,899,5.95,5.0,4.7,Met
OPS-011010,ORD-011010,0.8,4.4,2.0,1981,6.18,5.0,2.2,Met
OPS-000566,ORD-000566,2.4,4.6,2.6,1473,5.82,5.0,2.9,Met
OPS-008594,ORD-008594,2.7,4.5,2.0,532,9.31,5.0,2.3,Met
OPS-004880,ORD-004880,2.3,3.7,2.0,585,12.95,5.0,2.2,Met
OPS-003611,ORD-003611,0.9,5.7,4.2,587,8.74,5.0,4.5,Met
OPS-009836,ORD-009836,3.3,2.2,4.9,733,11.82,5.0,5.1,Breached
OPS-002559,ORD-002559,3.3,7.2,3.6,712,9.16,5.0,4.0,Met
OPS-002901,ORD-002901,2.2,5.0,1.3,370,8.38,5.0,1.6,Met
OPS-008723,ORD-008723,1.3,6.8,3.8,1755,11.56,5.0,4.1,Met
OPS-002712,ORD-002712,1.9,2.6,4.3,1668,5.92,5.0,4.5,Met
OPS-003164,ORD-003164,1.5,3.6,2.0,1551,8.02,5.0,2.2,Met
OPS-010396,ORD-010396,1.4,4.8,5.6,436,5.71,5.0,5.9,Breached
OPS-012330,ORD-012330,1.3,7.5,5.9,485,12.95,5.0,6.3,Breached
OPS-005489,ORD-005489,3.5,7.4,1.0,1407,7.34,5.0,1.5,Met
OPS-010885,ORD-010885,0.7,6.1,2.5,1182,8.16,5.0,2.8,Met
OPS-011785,ORD-011785,2.7,3.3,1.1,1344,7.59,5.0,1.4,Met
OPS-005275,ORD-005275,2.0,3.0,2.4,820,5.59,5.0,2.6,Met
OPS-002831,ORD-002831,0.6,5.7,2.0,509,8.2,5.0,2.3,Met
OPS-002637,ORD-002637,2.7,7.7,5.4,560,7.81,5.0,5.8,Breached
OPS-010808,ORD-010808,1.0,2.6,4.2,1672,13.39,5.0,4.4,Met
OPS-010305,ORD-010305,1.5,7.4,2.1,1215,4.83,5.0,2.5,Met
OPS-008193,ORD-008193,0.7,4.9,3.1,280,6.24,5.0,3.3,Met
OPS-011994,ORD-011994,3.6,3.9,5.9,1142,9.77,5.0,6.2,Breached
OPS-012055,ORD-012055,2.3,1.1,3.1,1847,13.53,5.0,3.2,Met
OPS-003727,ORD-003727,0.6,7.7,6.1,300,11.28,5.0,6.4,Breached
OPS-010555,ORD-010555,3.8,3.7,3.8,707,5.17,5.0,4.1,Met
OPS-011231,ORD-011231,3.3,1.3,1.6,1110,11.45,5.0,1.8,Met
OPS-006962,ORD-006962,3.2,1.8,3.7,113,9.36,5.0,3.9,Met
OPS-009185,ORD-009185,2.2,4.9,1.8,1838,6.34,5.0,2.1,Met
OPS-003078,ORD-003078,1.7,3.1,6.1,942,10.56,5.0,6.3,Breached
OPS-005572,ORD-005572,1.4,7.9,3.9,1873,13.75,5.0,4.3,Met
OPS-009847,ORD-009847,2.9,7.1,6.5,673,6.53,5.0,6.9,Breached
OPS-004879,ORD-004879,0.5,2.9,2.7,465,8.95,5.0,2.8,Met
OPS-011323,ORD-011323,0.7,3.8,2.7,689,5.17,5.0,2.9,Met
OPS-008591,ORD-008591,3.6,1.9,2.0,1150,11.82,5.0,2.2,Met
OPS-000275,ORD-000275,4.0,6.3,5.2,390,5.48,5.0,5.6,Breached
OPS-006850,ORD-006850,3.6,2.7,4.2,1502,13.82,5.0,4.5,Met
OPS-008938,ORD-008938,2.1,5.8,5.4,381,9.85,5.0,5.7,Breached
OPS-006476,ORD-006476,0.7,3.2,3.3,295,5.42,5.0,3.5,Met
OPS-003272,ORD-003272,1.3,1.8,4.0,712,11.42,5.0,4.1,Met
OPS-012164,ORD-012164,2.8,7.2,5.5,684,11.37,5.0,5.9,Breached
OPS-009196,ORD-009196,3.1,7.3,6.7,1673,7.68,5.0,7.1,Breached
OPS-009358,ORD-009358,1.5,2.2,6.1,904,12.89,5.0,6.3,Breached
OPS-003210,ORD-003210,2.2,5.7,1.6,1026,9.33,5.0,1.9,Met
OPS-008814,ORD-008814,2.7,1.2,2.1,1892,13.75,5.0,2.3,Met
OPS-011466,ORD-011466,1.4,2.7,5.5,1012,10.92,5.0,5.7,Breached
OPS-011900,ORD-011900,1.4,2.6,3.7,419,9.13,5.0,3.9,Met
OPS-009061,ORD-009061,3.9,6.0,5.5,1111,4.23,5.0,5.9,Breached
OPS-002202,ORD-002202,1.7,2.2,2.5,579,10.59,5.0,2.7,Met
OPS-011778,ORD-011778,0.9,6.4,3.7,1032,10.0,5.0,4.0,Met
OPS-002882,ORD-002882,2.8,5.7,4.3,316,10.94,5.0,4.7,Met
OPS-007559,ORD-007559,3.2,8.0,4.6,1807,5.63,5.0,5.1,Breached
OPS-003690,ORD-003690,2.3,7.4,4.8,1597,13.69,5.0,5.2,Breached
OPS-002440,ORD-002440,1.9,3.1,4.8,303,7.46,5.0,5.0,Met
OPS-011984,ORD-011984,3.8,2.6,4.2,208,12.54,5.0,4.5,Met
OPS-005377,ORD-005377,2.4,4.7,2.7,872,10.96,5.0,3.0,Met
OPS-002145,ORD-002145,2.0,2.9,3.2,592,11.31,5.0,3.4,Met
OPS-000510,ORD-000510,0.8,3.2,4.5,1596,6.62,5.0,4.7,Met
OPS-004517,ORD-004517,3.9,2.6,2.8,1729,6.72,5.0,3.1,Met
OPS-011368,ORD-011368,0.9,5.4,2.1,1404,11.41,5.0,2.4,Met
OPS-008687,ORD-008687,1.8,5.5,6.6,1713,6.8,5.0,6.9,Breached
OPS-000254,ORD-000254,2.4,6.2,2.5,1723,5.43,5.0,2.9,Met
OPS-008898,ORD-008898,4.0,2.8,4.0,221,10.92,5.0,4.3,Met
OPS-004180,ORD-004180,1.0,5.5,1.1,719,9.19,5.0,1.4,Met
OPS-000091,ORD-000091,1.1,4.1,5.0,1436,10.16,5.0,5.2,Breached
OPS-008351,ORD-008351,1.5,5.8,4.3,899,12.48,5.0,4.6,Met
OPS-004827,ORD-004827,1.0,2.7,1.7,1192,10.4,5.0,1.9,Met
OPS-004717,ORD-004717,0.8,6.0,6.1,1584,8.78,5.0,6.4,Breached
OPS-000793,ORD-000793,2.7,7.9,1.3,1237,9.35,5.0,1.7,Met
OPS-007916,ORD-007916,3.4,5.0,3.1,716,4.7,5.0,3.5,Met
OPS-006048,ORD-006048,2.2,2.4,6.9,704,10.47,5.0,7.1,Breached
OPS-003818,ORD-003818,1.7,7.3,2.2,1733,13.78,5.0,2.6,Met
OPS-006738,ORD-006738,0.9,3.2,2.9,768,4.65,5.0,3.1,Met
OPS-003966,ORD-003966,1.2,7.5,4.7,628,13.28,5.0,5.1,Breached
OPS-010042,ORD-010042,1.9,6.2,4.9,1392,8.23,5.0,5.2,Breached
OPS-009481,ORD-009481,3.3,5.0,6.2,1756,11.4,5.0,6.5,Breached
OPS-010992,ORD-010992,1.4,7.9,2.0,1678,7.57,5.0,2.4,Met
OPS-007305,ORD-007305,3.2,4.2,5.2,1803,4.0,5.0,5.5,Breached
OPS-004272,ORD-004272,1.7,6.8,1.4,364,6.87,5.0,1.8,Met
OPS-011418,ORD-011418,1.5,4.7,6.5,532,4.54,5.0,6.8,Breached
OPS-003972,ORD-003972,4.0,6.6,5.0,790,10.95,5.0,5.4,Breached
OPS-006473,ORD-006473,2.1,6.6,3.0,771,5.91,5.0,3.4,Met
OPS-006887,ORD-006887,1.4,7.8,4.7,1295,10.8,5.0,5.1,Breached
OPS-012238,ORD-012238,3.7,5.6,6.5,1316,8.6,5.0,6.9,Breached
OPS-006164,ORD-006164,1.9,7.9,1.7,1244,11.6,5.0,2.1,Met
OPS-004370,ORD-004370,0.5,2.5,1.8,442,12.6,5.0,1.9,Met
OPS-012373,ORD-012373,1.1,3.7,5.9,923,11.14,5.0,6.1,Breached
OPS-010168,ORD-010168,2.2,3.3,3.4,1569,12.51,5.0,3.6,Met
OPS-007100,ORD-007100,1.9,1.0,6.7,1114,10.61,5.0,6.8,Breached
OPS-002706,ORD-002706,0.9,1.7,2.0,721,11.33,5.0,2.1,Met
OPS-001035,ORD-001035,3.6,3.0,1.4,1606,10.74,5.0,1.7,Met
OPS-012162,ORD-012162,1.8,5.7,3.7,182,4.03,5.0,4.0,Met
OPS-010219,ORD-010219,3.7,5.4,1.3,1192,11.24,5.0,1.7,Met
OPS-003668,ORD-003668,1.2,7.5,4.4,986,10.78,5.0,4.8,Met
OPS-005835,ORD-005835,2.9,3.7,5.6,902,12.93,5.0,5.9,Breached
OPS-005365,ORD-005365,2.3,5.3,3.0,775,9.49,5.0,3.3,Met
OPS-005880,ORD-005880,2.3,5.9,4.8,1068,12.74,5.0,5.1,Breached
OPS-007964,ORD-007964,3.6,2.5,4.8,1247,6.72,5.0,5.1,Breached
OPS-009710,ORD-009710,1.2,4.5,4.8,1083,13.58,5.0,5.0,Met
OPS-008734,ORD-008734,1.5,4.3,1.1,1116,4.83,5.0,1.3,Met
OPS-003170,ORD-003170,1.7,5.2,4.4,385,10.95,5.0,4.7,Met
OPS-006477,ORD-006477,1.4,6.7,3.1,1131,9.35,5.0,3.4,Met
OPS-000948,ORD-000948,2.2,7.1,5.8,521,5.42,5.0,6.2,Breached
OPS-008286,ORD-008286,3.5,7.3,1.1,643,13.72,5.0,1.6,Met
OPS-009504,ORD-009504,3.3,3.9,6.2,1264,10.16,5.0,6.5,Breached
OPS-005921,ORD-005921,0.7,5.1,6.3,1902,9.34,5.0,6.5,Breached
OPS-001271,ORD-001271,2.7,4.0,3.6,1665,11.96,5.0,3.9,Met
OPS-007799,ORD-007799,1.2,2.9,4.9,859,9.87,5.0,5.1,Breached
OPS-003035,ORD-003035,2.9,1.3,5.2,320,11.75,5.0,5.4,Breached
OPS-003701,ORD-003701,2.1,5.9,2.8,1575,12.73,5.0,3.1,Met
OPS-005819,ORD-005819,2.6,6.7,4.6,133,5.51,5.0,5.0,Met
OPS-004351,ORD-004351,0.5,6.7,2.9,1309,7.4,5.0,3.2,Met
OPS-008756,ORD-008756,3.3,2.9,3.3,428,6.95,5.0,3.6,Met
OPS-007672,ORD-007672,2.9,4.8,1.7,670,8.59,5.0,2.0,Met
OPS-001280,ORD-001280,0.8,3.2,1.0,320,13.92,5.0,1.2,Met
OPS-003666,ORD-003666,2.3,4.6,1.6,590,7.04,5.0,1.9,Met
OPS-006880,ORD-006880,2.4,2.2,3.1,1860,9.53,5.0,3.3,Met
OPS-007878,ORD-007878,0.5,4.2,3.9,412,5.58,5.0,4.1,Met
OPS-000749,ORD-000749,1.2,5.0,3.4,746,11.34,5.0,3.7,Met
OPS-003551,ORD-003551,1.6,2.1,2.3,140,12.04,5.0,2.5,Met
OPS-001083,ORD-001083,1.1,7.3,2.9,356,9.51,5.0,3.2,Met
OPS-000317,ORD-000317,1.3,6.7,5.2,1359,12.08,5.0,5.5,Breached
OPS-010395,ORD-010395,0.6,1.4,2.1,1392,5.66,5.0,2.2,Met
OPS-001353,ORD-001353,3.6,5.0,2.3,908,7.94,5.0,2.7,Met
OPS-012267,ORD-012267,3.0,6.5,6.3,274,13.54,5.0,6.7,Breached
OPS-006233,ORD-006233,0.6,4.6,6.8,1933,6.75,5.0,7.0,Breached
OPS-011565,ORD-011565,2.2,6.9,5.5,1836,12.02,5.0,5.9,Breached
OPS-002729,ORD-002729,1.6,6.1,6.8,829,5.38,5.0,7.1,Breached
OPS-010961,ORD-010961,1.8,4.8,5.3,110,11.16,5.0,5.6,Breached
OPS-006806,ORD-006806,3.4,6.6,2.2,365,11.39,5.0,2.6,Met
OPS-012329,ORD-012329,3.6,2.4,3.8,212,4.8,5.0,4.0,Met
OPS-005509,ORD-005509,1.9,2.4,2.7,405,8.65,5.0,2.9,Met
OPS-003385,ORD-003385,1.4,6.5,6.1,1342,5.47,5.0,6.4,Breached
OPS-001074,ORD-001074,1.2,4.4,5.6,1292,8.46,5.0,5.8,Breached
OPS-003823,ORD-003823,1.7,5.2,3.1,133,11.06,5.0,3.4,Met
OPS-006038,ORD-006038,2.8,4.0,5.5,1311,6.97,5.0,5.8,Breached
OPS-004177,ORD-004177,3.4,1.2,4.8,1104,8.12,5.0,5.0,Met
OPS-000890,ORD-000890,1.3,6.7,1.5,251,5.69,5.0,1.8,Met
OPS-004080,ORD-004080,0.6,1.9,2.7,1972,11.05,5.0,2.8,Met
OPS-010451,ORD-010451,2.7,5.0,2.7,1052,12.9,5.0,3.0,Met
OPS-002288,ORD-002288,2.4,3.6,1.4,341,5.27,5.0,1.6,Met
OPS-002822,ORD-002822,3.2,5.0,4.2,943,6.63,5.0,4.5,Met
OPS-003517,ORD-003517,3.4,3.8,7.0,1167,7.67,5.0,7.3,Breached
OPS-009278,ORD-009278,0.6,6.7,1.7,100,12.8,5.0,2.0,Met
OPS-004195,ORD-004195,2.6,4.1,1.5,1402,4.8,5.0,1.8,Met
OPS-011246,ORD-011246,3.8,5.7,6.4,1689,11.44,5.0,6.8,Breached
OPS-008468,ORD-008468,3.2,8.0,2.0,1745,8.5,5.0,2.5,Met
OPS-007054,ORD-007054,3.8,4.3,1.4,1085,11.7,5.0,1.7,Met
OPS-000964,ORD-000964,2.3,7.2,2.0,687,13.34,5.0,2.4,Met
OPS-007179,ORD-007179,3.9,2.2,5.2,172,9.86,5.0,5.5,Breached
OPS-007618,ORD-007618,2.7,7.4,1.3,286,11.08,5.0,1.7,Met
OPS-011811,ORD-011811,1.9,6.3,1.8,308,6.35,5.0,2.1,Met
OPS-011734,ORD-011734,1.4,6.8,3.7,1548,6.24,5.0,4.0,Met
OPS-007810,ORD-007810,3.3,6.0,1.9,1648,5.36,5.0,2.3,Met
OPS-009121,ORD-009121,3.7,4.7,2.1,215,4.18,5.0,2.5,Met
OPS-009874,ORD-009874,2.0,5.3,2.1,1271,8.82,5.0,2.4,Met
OPS-003509,ORD-003509,1.1,2.9,2.1,1269,5.89,5.0,2.3,Met
OPS-008397,ORD-008397,1.5,4.0,5.0,180,8.75,5.0,5.2,Breached
OPS-004814,ORD-004814,3.3,2.1,3.6,800,13.83,5.0,3.8,Met
OPS-009588,ORD-009588,2.3,4.7,1.7,578,10.88,5.0,2.0,Met
OPS-000387,ORD-000387,1.7,5.7,2.2,1048,10.02,5.0,2.5,Met
OPS-012136,ORD-012136,0.7,1.9,4.2,1600,4.49,5.0,4.3,Met
OPS-001220,ORD-001220,3.2,4.0,3.2,799,9.69,5.0,3.5,Met
OPS-004832,ORD-004832,1.6,5.4,6.8,898,11.42,5.0,7.1,Breached
OPS-009865,ORD-009865,2.2,1.9,6.2,1215,10.23,5.0,6.4,Breached
OPS-009672,ORD-009672,1.5,3.5,1.6,411,11.07,5.0,1.8,Met
OPS-004039,ORD-004039,3.7,4.3,3.0,1754,9.71,5.0,3.3,Met
OPS-011358,ORD-011358,2.7,4.8,3.5,1495,5.21,5.0,3.8,Met
OPS-005341,ORD-005341,0.7,5.5,5.7,580,12.11,5.0,6.0,Breached
OPS-008269,ORD-008269,1.3,1.0,2.5,1858,8.32,5.0,2.6,Met
OPS-002112,ORD-002112,2.9,2.1,5.6,1012,9.17,5.0,5.8,Breached
OPS-003512,ORD-003512,2.5,4.2,2.9,826,12.39,5.0,3.2,Met
OPS-003172,ORD-003172,3.2,7.9,4.6,1144,5.68,5.0,5.1,Breached
OPS-003019,ORD-003019,2.2,6.3,5.8,879,9.55,5.0,6.2,Breached
OPS-008745,ORD-008745,0.9,2.6,4.3,295,13.72,5.0,4.4,Met
OPS-003688,ORD-003688,2.0,6.5,4.1,1283,9.55,5.0,4.5,Met
OPS-001580,ORD-001580,1.5,2.4,3.2,1930,8.81,5.0,3.4,Met
OPS-002289,ORD-002289,3.4,4.9,1.6,1112,8.73,5.0,1.9,Met
OPS-006561,ORD-006561,2.9,2.5,2.3,1069,6.84,5.0,2.5,Met
OPS-003740,ORD-003740,2.2,6.5,7.0,1443,11.25,5.0,7.4,Breached
OPS-006312,ORD-006312,3.5,3.0,6.1,752,7.63,5.0,6.4,Breached
OPS-006416,ORD-006416,1.3,5.1,1.9,1072,8.17,5.0,2.2,Met
OPS-008096,ORD-008096,2.9,4.9,5.9,1551,7.73,5.0,6.2,Breached
OPS-007486,ORD-007486,1.3,4.2,6.8,1713,10.97,5.0,7.0,Breached
OPS-010912,ORD-010912,2.4,7.4,4.3,1125,5.38,5.0,4.7,Met
OPS-009567,ORD-009567,2.5,4.3,3.2,820,11.94,5.0,3.5,Met
OPS-010077,ORD-010077,1.6,7.6,6.7,1994,5.09,5.0,7.1,Breached
OPS-007773,ORD-007773,1.6,6.3,4.9,1716,13.16,5.0,5.2,Breached
OPS-000230,ORD-000230,3.2,4.5,1.3,879,4.4,5.0,1.6,Met
OPS-008802,ORD-008802,1.9,6.7,6.7,1591,5.79,5.0,7.1,Breached
OPS-007344,ORD-007344,1.5,2.8,6.8,564,13.42,5.0,7.0,Breached
OPS-005414,ORD-005414,0.9,1.6,1.8,774,12.82,5.0,1.9,Met
OPS-002511,ORD-002511,2.6,3.1,3.4,1901,11.34,5.0,3.6,Met
OPS-003826,ORD-003826,3.4,6.5,4.0,1515,13.19,5.0,4.4,Met
OPS-005605,ORD-005605,1.5,1.0,2.5,1966,5.97,5.0,2.6,Met
OPS-009141,ORD-009141,3.5,4.5,2.6,1858,12.52,5.0,2.9,Met
OPS-003485,ORD-003485,2.7,6.2,4.4,1156,5.51,5.0,4.8,Met
OPS-010005,ORD-010005,2.3,4.0,2.8,1984,12.68,5.0,3.1,Met
OPS-000935,ORD-000935,1.2,5.8,1.2,339,10.86,5.0,1.5,Met
OPS-008275,ORD-008275,2.0,2.9,2.0,170,13.87,5.0,2.2,Met
OPS-001481,ORD-001481,3.2,5.3,4.5,644,13.48,5.0,4.9,Met
OPS-000742,ORD-000742,2.6,4.9,6.7,756,6.02,5.0,7.0,Breached
OPS-005540,ORD-005540,1.9,2.0,3.6,1055,7.24,5.0,3.8,Met
OPS-008917,ORD-008917,2.0,6.1,6.4,1442,10.9,5.0,6.7,Breached
OPS-004385,ORD-004385,1.3,7.1,5.3,1425,7.43,5.0,5.6,Breached
OPS-001534,ORD-001534,1.4,7.6,2.5,324,11.16,5.0,2.9,Met
OPS-012259,ORD-012259,3.1,3.2,4.0,1585,7.99,5.0,4.3,Met
OPS-005778,ORD-005778,1.2,1.5,4.7,1110,8.43,5.0,4.8,Met
OPS-009064,ORD-009064,1.3,5.7,4.8,1778,13.6,5.0,5.1,Breached
OPS-001636,ORD-001636,1.4,7.1,1.4,1441,4.1,5.0,1.8,Met
OPS-006557,ORD-006557,3.7,3.1,2.0,1881,11.44,5.0,2.3,Met
OPS-005668,ORD-005668,1.2,2.0,6.5,1651,10.04,5.0,6.6,Breached
OPS-008769,ORD-008769,0.6,2.6,2.8,1630,6.27,5.0,2.9,Met
OPS-006128,ORD-006128,1.8,3.1,3.3,805,9.68,5.0,3.5,Met
OPS-001501,ORD-001501,1.4,1.4,2.8,320,8.48,5.0,2.9,Met
OPS-008720,ORD-008720,3.4,7.6,6.2,1764,7.74,5.0,6.7,Breached
OPS-006297,ORD-006297,3.6,1.0,2.8,1334,11.33,5.0,3.0,Met
OPS-011019,ORD-011019,4.0,7.2,5.7,744,5.28,5.0,6.2,Breached
OPS-007801,ORD-007801,2.5,3.8,2.8,1240,10.33,5.0,3.1,Met
OPS-000838,ORD-000838,0.8,7.8,4.2,1773,8.73,5.0,4.6,Met
OPS-005698,ORD-005698,1.5,5.7,1.1,1515,10.61,5.0,1.4,Met
OPS-011316,ORD-011316,1.4,3.5,4.3,1116,12.79,5.0,4.5,Met
OPS-010184,ORD-010184,2.0,3.1,5.9,1825,8.42,5.0,6.1,Breached
OPS-009602,ORD-009602,2.3,7.3,4.4,1783,11.22,5.0,4.8,Met
OPS-009852,ORD-009852,2.6,7.1,3.6,481,8.58,5.0,4.0,Met
OPS-009151,ORD-009151,4.0,7.1,4.8,1334,9.58,5.0,5.3,Breached
OPS-003451,ORD-003451,2.8,6.3,4.1,1142,4.06,5.0,4.5,Met
OPS-008290,ORD-008290,2.9,1.8,4.6,517,8.57,5.0,4.8,Met
OPS-001337,ORD-001337,1.9,5.3,1.0,983,6.32,5.0,1.3,Met
OPS-003561,ORD-003561,2.5,3.8,4.0,1237,6.66,5.0,4.3,Met
OPS-002410,ORD-002410,1.3,6.8,4.0,678,6.48,5.0,4.3,Met
OPS-004650,ORD-004650,1.0,6.6,6.9,300,12.39,5.0,7.2,Breached
OPS-009912,ORD-009912,3.7,6.6,4.8,1382,8.91,5.0,5.2,Breached
OPS-011927,ORD-011927,1.0,2.0,4.3,139,7.01,5.0,4.4,Met
OPS-008289,ORD-008289,4.0,7.0,5.6,396,12.8,5.0,6.1,Breached
OPS-008893,ORD-008893,2.3,2.5,4.8,1908,6.48,5.0,5.0,Met
OPS-002794,ORD-002794,2.7,1.7,5.7,1291,13.17,5.0,5.9,Breached
OPS-004514,ORD-004514,1.9,2.7,2.8,1404,4.09,5.0,3.0,Met
OPS-002708,ORD-002708,3.1,2.1,3.3,1551,8.18,5.0,3.5,Met
OPS-011831,ORD-011831,2.0,5.5,1.6,611,6.76,5.0,1.9,Met
OPS-001520,ORD-001520,2.8,7.7,4.6,1189,8.16,5.0,5.0,Met
OPS-011295,ORD-011295,1.6,8.0,4.7,470,5.84,5.0,5.1,Breached
OPS-009401,ORD-009401,3.4,6.8,2.4,432,10.93,5.0,2.8,Met
OPS-002363,ORD-002363,2.1,1.8,6.7,752,12.99,5.0,6.9,Breached
OPS-001233,ORD-001233,1.2,6.1,5.4,1162,4.71,5.0,5.7,Breached
OPS-003229,ORD-003229,3.8,4.9,6.1,225,5.8,5.0,6.5,Breached
OPS-010276,ORD-010276,0.6,5.9,2.7,125,7.35,5.0,3.0,Met
OPS-008255,ORD-008255,1.0,5.7,4.7,674,4.13,5.0,5.0,Met
OPS-004553,ORD-004553,3.8,6.1,5.1,1521,9.87,5.0,5.5,Breached
OPS-006264,ORD-006264,1.7,6.7,4.0,707,4.31,5.0,4.3,Met
OPS-006864,ORD-006864,1.6,3.6,6.0,1981,5.49,5.0,6.2,Breached
OPS-006362,ORD-006362,1.6,3.7,1.3,1102,10.04,5.0,1.5,Met
OPS-004783,ORD-004783,1.9,4.8,6.4,609,6.96,5.0,6.7,Breached
OPS-003704,ORD-003704,1.8,7.5,4.4,1570,10.17,5.0,4.8,Met
OPS-008277,ORD-008277,1.3,5.0,5.5,1827,8.73,5.0,5.8,Breached
OPS-000999,ORD-000999,1.6,5.6,3.7,1728,8.01,5.0,4.0,Met
OPS-000229,ORD-000229,3.3,7.1,5.4,1092,9.14,5.0,5.8,Breached
OPS-004243,ORD-004243,3.8,2.6,2.4,130,4.07,5.0,2.7,Met
OPS-005620,ORD-005620,1.6,2.1,4.1,1269,5.05,5.0,4.3,Met
OPS-005840,ORD-005840,0.7,3.3,1.0,1419,11.33,5.0,1.2,Met
OPS-001597,ORD-001597,1.3,3.6,5.1,1112,7.85,5.0,5.3,Breached
OPS-009956,ORD-009956,1.2,1.7,3.6,1445,10.09,5.0,3.7,Met
OPS-011577,ORD-011577,2.9,7.2,4.9,862,12.52,5.0,5.3,Breached
OPS-010751,ORD-010751,1.4,4.0,6.9,1517,6.55,5.0,7.1,Breached
OPS-005865,ORD-005865,1.6,1.1,1.5,462,12.62,5.0,1.6,Met
OPS-000383,ORD-000383,3.4,5.8,1.9,226,8.04,5.0,2.3,Met
OPS-000556,ORD-000556,0.7,4.1,4.6,654,12.17,5.0,4.8,Met
OPS-003924,ORD-003924,0.9,5.9,2.1,1533,12.23,5.0,2.4,Met
OPS-011189,ORD-011189,1.5,7.4,4.2,279,6.7,5.0,4.6,Met
OPS-010626,ORD-010626,3.4,5.9,6.3,923,4.45,5.0,6.7,Breached
OPS-005993,ORD-005993,2.0,1.2,2.4,999,13.7,5.0,2.5,Met
OPS-007944,ORD-007944,3.9,6.3,4.0,1949,5.8,5.0,4.4,Met
OPS-002834,ORD-002834,1.4,2.1,1.2,752,12.06,5.0,1.3,Met
OPS-002427,ORD-002427,0.9,3.6,2.4,381,4.09,5.0,2.6,Met
OPS-012052,ORD-012052,2.7,7.3,2.5,1611,5.06,5.0,2.9,Met
OPS-004443,ORD-004443,3.7,2.6,5.5,313,13.08,5.0,5.8,Breached
OPS-001313,ORD-001313,1.5,2.8,2.1,332,6.89,5.0,2.3,Met
OPS-005713,ORD-005713,0.6,1.3,2.0,1531,4.59,5.0,2.1,Met
OPS-010746,ORD-010746,1.0,7.9,4.0,1563,6.6,5.0,4.4,Met
OPS-004240,ORD-004240,2.3,2.3,6.1,862,7.18,5.0,6.3,Breached
OPS-002714,ORD-002714,2.0,5.8,5.7,1427,8.93,5.0,6.0,Breached
OPS-004199,ORD-004199,1.6,2.3,4.8,1877,12.7,5.0,5.0,Met
OPS-003648,ORD-003648,3.7,6.0,6.5,231,11.15,5.0,6.9,Breached
OPS-010937,ORD-010937,1.1,7.5,2.9,459,4.97,5.0,3.3,Met
OPS-002059,ORD-002059,0.8,6.2,5.8,1958,13.38,5.0,6.1,Breached
OPS-001664,ORD-001664,3.8,5.1,3.6,488,12.6,5.0,4.0,Met
OPS-005972,ORD-005972,1.9,3.6,1.0,1629,13.26,5.0,1.2,Met
OPS-006721,ORD-006721,3.6,1.2,6.9,670,5.97,5.0,7.1,Breached
OPS-006407,ORD-006407,1.9,3.3,3.4,1170,6.86,5.0,3.6,Met
OPS-011537,ORD-011537,2.4,6.2,6.8,156,7.17,5.0,7.2,Breached
OPS-002103,ORD-002103,2.7,7.6,1.3,103,13.4,5.0,1.7,Met
OPS-009359,ORD-009359,3.9,4.9,2.7,1173,11.66,5.0,3.1,Met
OPS-010858,ORD-010858,1.4,5.8,4.9,1856,7.46,5.0,5.2,Breached
OPS-001785,ORD-001785,3.2,7.3,3.1,938,7.96,5.0,3.5,Met
